scenario_id,template_id,initial_clearance_m,lane_change_duration_s,lead_deceleration_mps2,static_target_ttc_s,lane_count,ego_speed_mps,lead_speed_mps
4179801:fbrt_cutin:initial:30,fbrt_cutin,27.97662265226245,1.61489872187376,,,2,25.0,20.0
4179801:fbrt_cutin:initial:31,fbrt_cutin,42.61518654413521,2.2100053265690804,,,2,25.0,20.0
4179801:fbrt_lead_emergency_brake:wide_initial:2,fbrt_lead_emergency_brake,90.2886245958507,,4.042033843696117,,1,20.0,20.0
4179801:fbrt_lead_emergency_brake:wide_initial:6,fbrt_lead_emergency_brake,110.84400481544435,,5.398699023760855,,1,20.0,20.0
4179801:fbrt_lead_emergency_brake:wide_initial:9,fbrt_lead_emergency_brake,114.03671380132437,,7.093994507566094,,1,20.0,20.0
4179801:fbrt_lead_emergency_brake:wide_initial:14,fbrt_lead_emergency_brake,102.10163910407573,,3.0726280780509114,,1,20.0,20.0
4179801:fbrt_lead_emergency_brake:wide_initial:17,fbrt_lead_emergency_brake,100.42907900642604,,7.994851308874786,,1,20.0,20.0
4179801:fbrt_lead_emergency_brake:wide_initial:22,fbrt_lead_emergency_brake,119.5495677832514,,3.8904834650456905,,1,20.0,20.0
4179801:fbrt_lead_emergency_brake:wide_initial:25,fbrt_lead_emergency_brake,109.15006285533309,,5.633918202482164,,1,20.0,20.0
4179801:fbrt_lead_emergency_brake:wide_initial:26,fbrt_lead_emergency_brake,74.64897686149925,,3.5366828152909875,,1,20.0,20.0
4179801:fbrt_lead_emergency_brake:wide_initial:30,fbrt_lead_emergency_brake,97.21860306803137,,4.658971160650253,,1,20.0,20.0
4179801:fbrt_stop_hold_go:initial:0,fbrt_stop_hold_go,4.748577070422471,,4.035986218601465,,2,15.0,15.0
4179801:fbrt_stop_hold_go:initial:1,fbrt_stop_hold_go,31.036975814960897,,2.7562553975731134,,2,15.0,15.0
4179801:fbrt_stop_hold_go:initial:2,fbrt_stop_hold_go,19.863490911200643,,4.347476932220161,,2,15.0,15.0
4179801:fbrt_stop_hold_go:initial:3,fbrt_stop_hold_go,14.949084971100092,,2.4382171714678407,,2,15.0,15.0
4179801:fbrt_stop_hold_go:initial:4,fbrt_stop_hold_go,18.57024698331952,,4.628670589067042,,2,15.0,15.0
4179801:fbrt_stop_hold_go:initial:5,fbrt_stop_hold_go,23.52308969385922,,2.1569338841363788,,2,15.0,15.0
4179801:fbrt_stop_hold_go:initial:6,fbrt_stop_hold_go,34.6956285526976,,3.5672701317816973,,2,15.0,15.0
4179801:fbrt_stop_hold_go:initial:7,fbrt_stop_hold_go,8.370685127563775,,3.225062008947134,,2,15.0,15.0
4179801:fbrt_stop_hold_go:initial:8,fbrt_stop_hold_go,10.621445724740624,,4.5121678207069635,,2,15.0,15.0
4179801:fbrt_stop_hold_go:initial:9,fbrt_stop_hold_go,33.03472990915179,,2.6963183023035526,,2,15.0,15.0
4179801:fbrt_stop_hold_go:initial:10,fbrt_stop_hold_go,25.736717854626477,,4.105827697552741,,2,15.0,15.0
4179801:fbrt_stop_hold_go:initial:11,fbrt_stop_hold_go,16.947426474653184,,3.1077381102368236,,2,15.0,15.0
4179801:fbrt_stop_hold_go:initial:12,fbrt_stop_hold_go,12.818473926745355,,3.8246359629556537,,2,15.0,15.0
4179801:fbrt_stop_hold_go:initial:13,fbrt_stop_hold_go,21.646431197412312,,3.3890233198180795,,2,15.0,15.0
4179801:fbrt_stop_hold_go:initial:14,fbrt_stop_hold_go,28.943497207015753,,4.980882879346609,,2,15.0,15.0
4179801:fbrt_stop_hold_go:initial:15,fbrt_stop_hold_go,6.49343922175467,,2.2275106627494097,,2,15.0,15.0
4179801:fbrt_stop_hold_go:initial:16,fbrt_stop_hold_go,7.395736206322908,,4.897314581088722,,2,15.0,15.0
4179801:fbrt_stop_hold_go:initial:17,fbrt_stop_hold_go,27.901671992614865,,2.3050835812464356,,2,15.0,15.0
4179801:fbrt_stop_hold_go:initial:18,fbrt_stop_hold_go,22.544470517896116,,3.720523927360773,,2,15.0,15.0
4179801:fbrt_stop_hold_go:initial:19,fbrt_stop_hold_go,11.787527767010033,,3.498764345422387,,2,15.0,15.0
4179801:fbrt_stop_hold_go:initial:20,fbrt_stop_hold_go,15.923102629370987,,4.189217360690236,,2,15.0,15.0
4179801:fbrt_stop_hold_go:initial:21,fbrt_stop_hold_go,26.658408298157156,,3.0299804769456387,,2,15.0,15.0
4179801:fbrt_stop_hold_go:initial:22,fbrt_stop_hold_go,32.01466372795403,,4.616098002530634,,2,15.0,15.0
4179801:fbrt_stop_hold_go:initial:23,fbrt_stop_hold_go,11.532257113605738,,2.5863900585100055,,2,15.0,15.0
4179801:fbrt_stop_hold_go:initial:24,fbrt_stop_hold_go,9.393604687415063,,3.6508397543802857,,2,15.0,15.0
4179801:fbrt_stop_hold_go:initial:25,fbrt_stop_hold_go,33.77442591357976,,3.147490414790809,,2,15.0,15.0
4179801:fbrt_stop_hold_go:initial:26,fbrt_stop_hold_go,24.54269763454795,,4.732781121507287,,2,15.0,15.0
4179801:fbrt_stop_hold_go:initial:27,fbrt_stop_hold_go,17.660869443789124,,2.0471913553774357,,2,15.0,15.0
4179801:fbrt_stop_hold_go:initial:28,fbrt_stop_hold_go,14.04632974602282,,4.264088805764914,,2,15.0,15.0
4179801:fbrt_stop_hold_go:initial:29,fbrt_stop_hold_go,20.906749974936247,,2.5159763414412737,,2,15.0,15.0
4179801:fbrt_stop_hold_go:initial:30,fbrt_stop_hold_go,30.137532209046185,,3.9320546789094806,,2,15.0,15.0
4179801:fbrt_stop_hold_go:initial:31,fbrt_stop_hold_go,5.780011034570634,,2.866182283498347,,2,15.0,15.0
4179801:fbrt_cutout_static:initial:0,fbrt_cutout_static,18.90342106949538,,,3.4155761133879423,2,20.0,20.0
4179801:fbrt_cutout_static:initial:2,fbrt_cutout_static,22.51875076070428,,,3.150412476155907,2,20.0,20.0
4179801:fbrt_cutout_static:initial:6,fbrt_cutout_static,34.9903541309759,,,3.817778125870973,2,20.0,20.0
4179801:fbrt_cutout_static:initial:8,fbrt_cutout_static,17.874824958853424,,,3.270448617171496,2,20.0,20.0
4179801:fbrt_cutout_static:initial:9,fbrt_cutout_static,32.95355065446347,,,2.5960722668096423,2,20.0,20.0
4179801:fbrt_cutout_static:initial:10,fbrt_cutout_static,26.922333996742964,,,3.6134949615225196,2,20.0,20.0
4179801:fbrt_cutout_static:initial:12,fbrt_cutout_static,12.627675261348486,,,3.854603500571102,2,20.0,20.0
4179801:fbrt_cutout_static:initial:14,fbrt_cutout_static,28.794330003671348,,,3.02571611572057,2,20.0,20.0
4179801:fbrt_cutout_static:initial:16,fbrt_cutout_static,21.053646381013095,,,2.9711954724043608,2,20.0,20.0
4179801:fbrt_cutout_static:initial:17,fbrt_cutout_static,29.408887322060764,,,2.318533638957888,2,20.0,20.0
4179801:fbrt_cutout_static:initial:18,fbrt_cutout_static,23.720299664884806,,,3.9561212421394885,2,20.0,20.0
4179801:fbrt_cutout_static:initial:20,fbrt_cutout_static,9.425795424729586,,,3.559983406215906,2,20.0,20.0
4179801:fbrt_cutout_static:initial:22,fbrt_cutout_static,31.973305921070278,,,3.373398676980287,2,20.0,20.0
4179801:fbrt_cutout_static:initial:23,fbrt_cutout_static,16.696671823970973,,,2.697580434381962,2,20.0,20.0
4179801:fbrt_cutout_static:initial:24,fbrt_cutout_static,14.857620644383132,,,3.7635679761879146,2,20.0,20.0
4179801:fbrt_cutout_static:initial:26,fbrt_cutout_static,26.541312526911497,,,2.856703727506101,2,20.0,20.0
4179801:fbrt_cutout_static:initial:28,fbrt_cutout_static,13.82938027009368,,,3.097811074461788,2,20.0,20.0
4179801:fbrt_cutout_static:initial:30,fbrt_cutout_static,30.944708201102912,,,3.518836666829884,2,20.0,20.0
4179801:fbrt_cutin:probe:2,fbrt_cutin,13.04,1.2,,,2,25.0,20.0
4179801:fbrt_cutin:probe:3,fbrt_cutin,13.04,2.4,,,2,25.0,20.0
4179801:fbrt_stop_hold_go:probe:0,fbrt_stop_hold_go,4.0,,2.0,,2,15.0,15.0
4179801:fbrt_stop_hold_go:probe:1,fbrt_stop_hold_go,4.0,,5.0,,2,15.0,15.0
4179801:fbrt_stop_hold_go:probe:2,fbrt_stop_hold_go,7.72,,2.75,,2,15.0,15.0
4179801:fbrt_stop_hold_go:probe:3,fbrt_stop_hold_go,7.72,,4.25,,2,15.0,15.0
4179801:fbrt_cutout_static:probe:1,fbrt_cutout_static,8.0,,,4.0,2,20.0,20.0
4179801:fbrt_cutout_static:probe:3,fbrt_cutout_static,11.24,,,3.375,2,20.0,20.0
4179801:fbrt_cutin:core_boundary:2,fbrt_cutin,13.571362557355314,1.786248263530433,,,2,25.0,20.0
4179801:fbrt_lead_emergency_brake:core_boundary:3,fbrt_lead_emergency_brake,100.43827216839418,,5.967160067055374,,1,20.0,20.0
4179801:fbrt_stop_hold_go:core_extra:0,fbrt_stop_hold_go,11.75,,2.0,,2,15.0,15.0
4179801:fbrt_stop_hold_go:core_extra:1,fbrt_stop_hold_go,11.75,,5.0,,2,15.0,15.0
4179801:fbrt_stop_hold_go:core_extra:2,fbrt_stop_hold_go,14.85,,2.75,,2,15.0,15.0
4179801:fbrt_stop_hold_go:core_extra:3,fbrt_stop_hold_go,14.85,,4.25,,2,15.0,15.0
4179801:fbrt_cutout_static:core_boundary:3,fbrt_cutout_static,21.618995394092053,,,2.7381167034618556,2,20.0,20.0
4179802:fbrt_cutin:initial:0,fbrt_cutin,24.587767265737057,1.465050995349884,,,2,25.0,20.0
4179802:fbrt_cutin:initial:1,fbrt_cutin,39.67401932366192,2.1841929271817206,,,2,25.0,20.0
4179802:fbrt_cutin:initial:2,fbrt_cutin,39.14888898283243,1.1001762449741364,,,2,25.0,20.0
4179802:fbrt_cutin:initial:3,fbrt_cutin,12.230114849284291,2.4177444353699684,,,2,25.0,20.0
4179802:fbrt_cutin:initial:4,fbrt_cutin,16.42433727160096,0.7857318811118602,,,2,25.0,20.0
4179802:fbrt_cutin:initial:5,fbrt_cutin,32.82316943816841,2.7697666235268117,,,2,25.0,20.0
4179802:fbrt_cutin:initial:6,fbrt_cutin,46.656071323901415,1.7513755314052104,,,2,25.0,20.0
4179802:fbrt_cutin:initial:7,fbrt_cutin,21.049717081710696,1.9352997310459612,,,2,25.0,20.0
4179802:fbrt_cutin:initial:8,fbrt_cutin,22.220290461555123,0.9481341272592545,,,2,25.0,20.0
4179802:fbrt_cutin:initial:9,fbrt_cutin,47.822104170918465,2.565117363631725,,,2,25.0,20.0
4179802:fbrt_cutin:initial:10,fbrt_cutin,31.36483814753592,1.3147676914930342,,,2,25.0,20.0
4179802:fbrt_cutin:initial:11,fbrt_cutin,14.971838265657425,2.3298070415854455,,,2,25.0,20.0
4179802:fbrt_cutin:initial:13,fbrt_cutin,35.06756807491183,2.0820855952799318,,,2,25.0,20.0
4179802:fbrt_cutin:initial:14,fbrt_cutin,43.46320732496679,0.6348614774644374,,,2,25.0,20.0
4179802:fbrt_cutin:initial:15,fbrt_cutin,28.382627334445715,2.9159678377211096,,,2,25.0,20.0
4179802:fbrt_cutin:initial:16,fbrt_cutin,26.453346252441406,0.7032045565545558,,,2,25.0,20.0
4179802:fbrt_cutin:initial:17,fbrt_cutin,42.85235928930342,2.9975286282598974,,,2,25.0,20.0
4179802:fbrt_cutin:initial:18,fbrt_cutin,35.68386052548885,1.5198351167142392,,,2,25.0,20.0
4179802:fbrt_cutin:initial:20,fbrt_cutin,14.270465429872274,1.2424877732992172,,,2,25.0,20.0
4179802:fbrt_cutin:initial:21,fbrt_cutin,29.356898358091712,2.251999984681606,,,2,25.0,20.0
4179802:fbrt_cutin:initial:22,fbrt_cutin,49.83549432083964,1.0274320632219314,,,2,25.0,20.0
4179802:fbrt_cutin:initial:23,fbrt_cutin,22.916859751567245,2.635878936946392,,,2,25.0,20.0
4179802:fbrt_cutin:initial:24,fbrt_cutin,19.123201312497258,1.6724815003573892,,,2,25.0,20.0
4179802:fbrt_cutin:initial:25,fbrt_cutin,46.03741426020861,1.8642807371914385,,,2,25.0,20.0
4179802:fbrt_cutin:initial:26,fbrt_cutin,33.43701763637364,0.857607751339674,,,2,25.0,20.0
4179802:fbrt_cutin:initial:27,fbrt_cutin,18.356298081576824,2.847831244021654,,,2,25.0,20.0
4179802:fbrt_cutin:initial:28,fbrt_cutin,11.536633653566241,1.1806632220745086,,,2,25.0,20.0
4179802:fbrt_cutin:initial:29,fbrt_cutin,37.13826649263501,2.4873535886406897,,,2,25.0,20.0
4179802:fbrt_cutin:initial:30,fbrt_cutin,41.679837642237544,1.3963061571121216,,,2,25.0,20.0
4179802:fbrt_cutin:initial:31,fbrt_cutin,25.286698196083307,2.1028874114155767,,,2,25.0,20.0
4179802:fbrt_lead_emergency_brake:wide_initial:1,fbrt_lead_emergency_brake,105.29845866840333,,4.260425662621856,,1,20.0,20.0
4179802:fbrt_lead_emergency_brake:wide_initial:5,fbrt_lead_emergency_brake,77.42436499334872,,3.2615564735606313,,1,20.0,20.0
4179802:fbrt_lead_emergency_brake:wide_initial:6,fbrt_lead_emergency_brake,118.87088011484593,,5.612116886302829,,1,20.0,20.0
4179802:fbrt_lead_emergency_brake:wide_initial:9,fbrt_lead_emergency_brake,112.70948192104697,,4.160530503839254,,1,20.0,20.0
4179802:fbrt_lead_emergency_brake:wide_initial:17,fbrt_lead_emergency_brake,93.66749287582934,,3.508472635410726,,1,20.0,20.0
4179802:fbrt_lead_emergency_brake:wide_initial:22,fbrt_lead_emergency_brake,108.92536544241011,,7.360163337551057,,1,20.0,20.0
4179802:fbrt_lead_emergency_brake:wide_initial:25,fbrt_lead_emergency_brake,115.45351548586041,,4.912484024651349,,1,20.0,20.0
4179802:fbrt_lead_emergency_brake:wide_initial:30,fbrt_lead_emergency_brake,101.96181303355843,,6.220091131515801,,1,20.0,20.0
4179802:fbrt_stop_hold_go:initial:0,fbrt_stop_hold_go,16.51874270942062,,4.298691336065531,,2,15.0,15.0
4179802:fbrt_stop_hold_go:initial:1,fbrt_stop_hold_go,29.956191091798246,,2.0154012916609645,,2,15.0,15.0
4179802:fbrt_stop_hold_go:initial:2,fbrt_stop_hold_go,20.669676799327135,,3.9804949713870883,,2,15.0,15.0
4179802:fbrt_stop_hold_go:initial:3,fbrt_stop_hold_go,10.849712032824755,,3.27108621224761,,2,15.0,15.0
4179802:fbrt_stop_hold_go:initial:4,fbrt_stop_hold_go,6.0743179358541965,,3.505130998790264,,2,15.0,15.0
4179802:fbrt_stop_hold_go:initial:5,fbrt_stop_hold_go,23.386951092630625,,2.8089501848444343,,2,15.0,15.0
4179802:fbrt_stop_hold_go:initial:6,fbrt_stop_hold_go,34.9889251133427,,4.7813337510451674,,2,15.0,15.0
4179802:fbrt_stop_hold_go:initial:7,fbrt_stop_hold_go,13.544130339287221,,2.470258876681328,,2,15.0,15.0
4179802:fbrt_stop_hold_go:initial:8,fbrt_stop_hold_go,15.337761989794672,,4.124538340605795,,2,15.0,15.0
4179802:fbrt_stop_hold_go:initial:9,fbrt_stop_hold_go,32.65037297364324,,3.3152867201715708,,2,15.0,15.0
4179802:fbrt_stop_hold_go:initial:10,fbrt_stop_hold_go,25.72564273700118,,4.5361939538270235,,2,15.0,15.0
4179802:fbrt_stop_hold_go:initial:11,fbrt_stop_hold_go,4.280544932931662,,2.341119662858546,,2,15.0,15.0
4179802:fbrt_stop_hold_go:initial:12,fbrt_stop_hold_go,9.313256781548262,,4.825524200685322,,2,15.0,15.0
4179802:fbrt_stop_hold_go:initial:13,fbrt_stop_hold_go,22.751052539795637,,2.614289416000247,,2,15.0,15.0
4179802:fbrt_stop_hold_go:initial:14,fbrt_stop_hold_go,27.874971485696733,,3.830859338864684,,2,15.0,15.0
4179802:fbrt_stop_hold_go:initial:15,fbrt_stop_hold_go,18.055043674074113,,3.046465721912682,,2,15.0,15.0
4179802:fbrt_stop_hold_go:initial:16,fbrt_stop_hold_go,18.98751991894096,,3.765434566885233,,2,15.0,15.0
4179802:fbrt_stop_hold_go:initial:17,fbrt_stop_hold_go,28.580574332736433,,2.9822403667494655,,2,15.0,15.0
4179802:fbrt_stop_hold_go:initial:18,fbrt_stop_hold_go,22.049232948571444,,4.947345490567386,,2,15.0,15.0
4179802:fbrt_stop_hold_go:initial:19,fbrt_stop_hold_go,8.38456379249692,,2.737840887159109,,2,15.0,15.0
4179802:fbrt_stop_hold_go:initial:20,fbrt_stop_hold_go,5.637024376541376,,4.471980087459087,,2,15.0,15.0
4179802:fbrt_stop_hold_go:initial:21,fbrt_stop_hold_go,26.854894015938044,,2.275706290267408,,2,15.0,15.0
4179802:fbrt_stop_hold_go:initial:22,fbrt_stop_hold_go,31.524906798265874,,4.248078412376344,,2,15.0,15.0
4179802:fbrt_stop_hold_go:initial:23,fbrt_stop_hold_go,13.985067649744451,,3.437096521258354,,2,15.0,15.0
4179802:fbrt_stop_hold_go:initial:24,fbrt_stop_hold_go,11.873564443551004,,4.7162815714254975,,2,15.0,15.0
4179802:fbrt_stop_hold_go:initial:25,fbrt_stop_hold_go,33.09148581977934,,2.4071257952600718,,2,15.0,15.0
4179802:fbrt_stop_hold_go:initial:26,fbrt_stop_hold_go,25.288173642009497,,3.6280444730073214,,2,15.0,15.0
4179802:fbrt_stop_hold_go:initial:27,fbrt_stop_hold_go,7.74866708740592,,2.932874337770045,,2,15.0,15.0
4179802:fbrt_stop_hold_go:initial:28,fbrt_stop_hold_go,10.69299216195941,,3.9173732893541455,,2,15.0,15.0
4179802:fbrt_stop_hold_go:initial:29,fbrt_stop_hold_go,20.28572876378894,,3.2060455214232206,,2,15.0,15.0
4179802:fbrt_stop_hold_go:initial:30,fbrt_stop_hold_go,30.343924230895936,,4.422604000195861,,2,15.0,15.0
4179802:fbrt_stop_hold_go:initial:31,fbrt_stop_hold_go,16.67924768384546,,2.1383033664897084,,2,15.0,15.0
4179802:fbrt_cutout_static:initial:1,fbrt_cutout_static,19.710424437187612,,,2.825795203447342,2,20.0,20.0
4179802:fbrt_cutout_static:initial:3,fbrt_cutout_static,28.236238557845354,,,3.6249473048374057,2,20.0,20.0
4179802:fbrt_cutout_static:initial:4,fbrt_cutout_static,24.562148850411177,,,2.5850013140589,2,20.0,20.0
4179802:fbrt_cutout_static:initial:5,fbrt_cutout_static,14.230910404585302,,,3.919874204788357,2,20.0,20.0
4179802:fbrt_cutout_static:initial:7,fbrt_cutout_static,32.86535929515958,,,3.155934767331928,2,20.0,20.0
4179802:fbrt_cutout_static:initial:8,fbrt_cutout_static,34.407370645552874,,,2.433845303952694,2,20.0,20.0
4179802:fbrt_cutout_static:initial:9,fbrt_cutout_static,17.75467664655298,,,3.4476732169277966,2,20.0,20.0
4179802:fbrt_cutout_static:initial:11,fbrt_cutout_static,22.836289774626493,,,2.9958118344657123,2,20.0,20.0
4179802:fbrt_cutout_static:initial:13,fbrt_cutout_static,8.883747494779527,,,3.2917043436318636,2,20.0,20.0
4179802:fbrt_cutout_static:initial:14,fbrt_cutout_static,21.359552486799657,,,2.6128060310147703,2,20.0,20.0
4179802:fbrt_cutout_static:initial:15,fbrt_cutout_static,30.856928627938032,,,3.77671364787966,2,20.0,20.0
4179802:fbrt_cutout_static:initial:16,fbrt_cutout_static,30.342800406739116,,,2.7054530042223632,2,20.0,20.0
4179802:fbrt_cutout_static:initial:17,fbrt_cutout_static,20.423652664758265,,,3.722943059168756,2,20.0,20.0
4179802:fbrt_cutout_static:initial:19,fbrt_cutout_static,25.414615711197257,,,3.355307314544916,2,20.0,20.0
4179802:fbrt_cutout_static:initial:21,fbrt_cutout_static,11.56919013056904,,,2.9419746003113687,2,20.0,20.0
4179802:fbrt_cutout_static:initial:23,fbrt_cutout_static,33.41878794692457,,,3.5112093188799918,2,20.0,20.0
4179802:fbrt_cutout_static:initial:25,fbrt_cutout_static,15.461271011270583,,,3.092517930548638,2,20.0,20.0
4179802:fbrt_cutout_static:initial:27,fbrt_cutout_static,23.863501815125346,,,3.9734586593694985,2,20.0,20.0
4179802:fbrt_cutout_static:initial:29,fbrt_cutout_static,9.965290361084044,,,3.5615969644859433,2,20.0,20.0
4179802:fbrt_cutout_static:initial:31,fbrt_cutout_static,28.5090891700238,,,2.8794466760009527,2,20.0,20.0
4179802:fbrt_cutin:probe:2,fbrt_cutin,13.04,1.2,,,2,25.0,20.0
4179802:fbrt_cutin:probe:3,fbrt_cutin,13.04,2.4,,,2,25.0,20.0
4179802:fbrt_stop_hold_go:probe:0,fbrt_stop_hold_go,4.0,,2.0,,2,15.0,15.0
4179802:fbrt_stop_hold_go:probe:1,fbrt_stop_hold_go,4.0,,5.0,,2,15.0,15.0
4179802:fbrt_stop_hold_go:probe:2,fbrt_stop_hold_go,7.72,,2.75,,2,15.0,15.0
4179802:fbrt_stop_hold_go:probe:3,fbrt_stop_hold_go,7.72,,4.25,,2,15.0,15.0
4179802:fbrt_cutout_static:probe:1,fbrt_cutout_static,8.0,,,4.0,2,20.0,20.0
4179802:fbrt_cutout_static:probe:3,fbrt_cutout_static,11.24,,,3.375,2,20.0,20.0
4179802:fbrt_cutin:core_boundary:0,fbrt_cutin,11.558822923786938,2.206110655143857,,,2,25.0,20.0
4179802:fbrt_cutin:core_boundary:2,fbrt_cutin,14.318252953700721,0.7392989108338952,,,2,25.0,20.0
4179802:fbrt_cutin:core_boundary:3,fbrt_cutin,13.178149040788412,2.923915622010827,,,2,25.0,20.0
4179802:fbrt_lead_emergency_brake:core_boundary:2,fbrt_lead_emergency_brake,106.07710616895929,,7.51215703622438,,1,20.0,20.0
4179802:fbrt_lead_emergency_brake:core_boundary:3,fbrt_lead_emergency_brake,97.17692214529961,,4.488529895432293,,1,20.0,20.0
4179802:fbrt_stop_hold_go:core_extra:0,fbrt_stop_hold_go,11.75,,2.0,,2,15.0,15.0
4179802:fbrt_stop_hold_go:core_extra:1,fbrt_stop_hold_go,11.75,,5.0,,2,15.0,15.0
4179802:fbrt_stop_hold_go:core_extra:2,fbrt_stop_hold_go,14.85,,2.75,,2,15.0,15.0
4179802:fbrt_stop_hold_go:core_extra:3,fbrt_stop_hold_go,14.85,,4.25,,2,15.0,15.0
4179802:fbrt_cutout_static:core_boundary:0,fbrt_cutout_static,25.81259144935757,,,2.412576619302854,2,20.0,20.0
4179802:fbrt_cutout_static:core_boundary:2,fbrt_cutout_static,11.95451554004103,,,2.8295230112271383,2,20.0,20.0
4179803:fbrt_cutin:initial:1,fbrt_cutin,44.630741426721215,1.2050043180584908,,,2,25.0,20.0
4179803:fbrt_cutin:initial:2,fbrt_cutin,29.492471557110548,2.4779815457761285,,,2,25.0,20.0
4179803:fbrt_cutin:initial:3,fbrt_cutin,22.834244154393673,0.9505737371742725,,,2,25.0,20.0
4179803:fbrt_cutin:initial:4,fbrt_cutin,27.74033462256193,2.7029364712536337,,,2,25.0,20.0
4179803:fbrt_cutin:initial:5,fbrt_cutin,34.45063764974475,0.725547107309103,,,2,25.0,20.0
4179803:fbrt_cutin:initial:6,fbrt_cutin,49.587625781074166,1.853816105425358,,,2,25.0,20.0
4179803:fbrt_cutin:initial:7,fbrt_cutin,13.921573398634791,1.580049607157707,,,2,25.0,20.0
4179803:fbrt_cutin:initial:8,fbrt_cutin,16.970990981906652,2.609734256565571,,,2,25.0,20.0
4179803:fbrt_cutin:initial:9,fbrt_cutin,47.33737600594759,1.157054641842842,,,2,25.0,20.0
4179803:fbrt_cutin:initial:10,fbrt_cutin,37.44974677078426,2.284662158042192,,,2,25.0,20.0
4179803:fbrt_cutin:initial:11,fbrt_cutin,25.54167457856238,1.4861904881894588,,,2,25.0,20.0
4179803:fbrt_cutin:initial:12,fbrt_cutin,19.947609836235642,2.059708770364523,,,2,25.0,20.0
4179803:fbrt_cutin:initial:13,fbrt_cutin,31.908068073913455,1.7112186558544633,,,2,25.0,20.0
4179803:fbrt_cutin:initial:14,fbrt_cutin,41.794415570795536,2.9847063034772874,,,2,25.0,20.0
4179803:fbrt_cutin:initial:15,fbrt_cutin,11.378207977861166,0.7820085301995277,,,2,25.0,20.0
4179803:fbrt_cutin:initial:16,fbrt_cutin,12.600674860179424,2.9178516648709776,,,2,25.0,20.0
4179803:fbrt_cutin:initial:17,fbrt_cutin,40.38291044160724,0.8440668649971484,,,2,25.0,20.0
4179803:fbrt_cutin:initial:18,fbrt_cutin,33.12476650811732,1.9764191418886186,,,2,25.0,20.0
4179803:fbrt_cutin:initial:19,fbrt_cutin,18.550844071432948,1.7990114763379097,,,2,25.0,20.0
