method,rank,scenario_id,template_id,selection_reason,selected_build_id,session_id,mode,ego_collision,inconclusive,regression,execution_id,episode_cost,contributing_pattern_ids,new_pattern_id,target_observations_before_query,history_source_count,task_id,repeat
Random,11,4179901:S02:anchor_like:1,fbrt_cutout_static,seeded_random_without_replacement,mobil_rear_guard_off_v2,compact_regression_mobil_ref_to_rear_guard_off:Random:0,regression,False,False,False,new-fdb6f4267524b4cd3fd9d456,1,[],,10,1,compact_regression_mobil_ref_to_rear_guard_off,0
Random,12,4179901:S01:space_filling:5,fbrt_cutin,seeded_random_without_replacement,mobil_rear_guard_off_v2,compact_regression_mobil_ref_to_rear_guard_off:Random:0,regression,False,False,False,new-720943cc28216ed79ef72303,1,[],,11,1,compact_regression_mobil_ref_to_rear_guard_off,0
Random,13,4179901:S01:space_filling:6,fbrt_cutin,seeded_random_without_replacement,mobil_rear_guard_off_v2,compact_regression_mobil_ref_to_rear_guard_off:Random:0,regression,False,False,False,new-70554bf2271fa59d21af8575,1,[],,12,1,compact_regression_mobil_ref_to_rear_guard_off,0
Random,14,4179901:S01:space_filling:11,fbrt_cutin,seeded_random_without_replacement,mobil_rear_guard_off_v2,compact_regression_mobil_ref_to_rear_guard_off:Random:0,regression,False,False,False,new-319679923f158310cfcb4790,1,[],,13,1,compact_regression_mobil_ref_to_rear_guard_off,0
Random,15,4179901:S01:space_filling:10,fbrt_cutin,seeded_random_without_replacement,mobil_rear_guard_off_v2,compact_regression_mobil_ref_to_rear_guard_off:Random:0,regression,False,False,False,new-eaa13d44e0f5c1612c0de121,1,[],,14,1,compact_regression_mobil_ref_to_rear_guard_off,0
Random,16,4179901:S02:anchor_like:2,fbrt_cutout_static,seeded_random_without_replacement,mobil_rear_guard_off_v2,compact_regression_mobil_ref_to_rear_guard_off:Random:0,regression,False,False,False,new-6375c178bdf54fa48ff05d72,1,[],,15,1,compact_regression_mobil_ref_to_rear_guard_off,0
Random,17,4179901:S02:space_filling:5,fbrt_cutout_static,seeded_random_without_replacement,mobil_rear_guard_off_v2,compact_regression_mobil_ref_to_rear_guard_off:Random:0,regression,False,False,False,new-d74f64a35f8405bb608307fb,1,[],,16,1,compact_regression_mobil_ref_to_rear_guard_off,0
Random,18,4179901:S01:anchor_like:3,fbrt_cutin,seeded_random_without_replacement,mobil_rear_guard_off_v2,compact_regression_mobil_ref_to_rear_guard_off:Random:0,regression,False,False,False,new-d0a4bace3e15e57d9ff5bba5,1,[],,17,1,compact_regression_mobil_ref_to_rear_guard_off,0
Random,19,4179901:S08:space_filling:10,fbrt_cutin_then_brake,seeded_random_without_replacement,mobil_rear_guard_off_v2,compact_regression_mobil_ref_to_rear_guard_off:Random:0,regression,False,False,False,new-e1d5f15804d15d5d0b28e5d2,1,[],,18,1,compact_regression_mobil_ref_to_rear_guard_off,0
Random,20,4179901:S06:space_filling:14,fbrt_moving_lead,seeded_random_without_replacement,mobil_rear_guard_off_v2,compact_regression_mobil_ref_to_rear_guard_off:Random:0,regression,False,False,False,new-5b74c53cbf5ca4b31bfa8488,1,[],,19,1,compact_regression_mobil_ref_to_rear_guard_off,0
Random,1,4179901:S02:space_filling:13,fbrt_cutout_static,seeded_random_without_replacement,mobil_rear_guard_off_v2,compact_regression_mobil_ref_to_rear_guard_off:Random:1,regression,False,False,False,new-b62266f0d438f63699b67059,1,[],,0,1,compact_regression_mobil_ref_to_rear_guard_off,1
Random,2,4179901:S06:anchor_like:3,fbrt_moving_lead,seeded_random_without_replacement,mobil_rear_guard_off_v2,compact_regression_mobil_ref_to_rear_guard_off:Random:1,regression,False,False,False,new-7cefe95e45976fe3066aa2da,1,[],,1,1,compact_regression_mobil_ref_to_rear_guard_off,1
Random,3,4179901:S05:space_filling:9,fbrt_lane_change_rear,seeded_random_without_replacement,mobil_rear_guard_off_v2,compact_regression_mobil_ref_to_rear_guard_off:Random:1,regression,False,False,False,new-cc6207f2452e0497bd55f6aa,1,[],,2,1,compact_regression_mobil_ref_to_rear_guard_off,1
Random,4,4179901:S01:space_filling:13,fbrt_cutin,seeded_random_without_replacement,mobil_rear_guard_off_v2,compact_regression_mobil_ref_to_rear_guard_off:Random:1,regression,False,False,False,new-ac330f3a5545cb3737152201,1,[],,3,1,compact_regression_mobil_ref_to_rear_guard_off,1
Random,5,4179901:S08:space_filling:9,fbrt_cutin_then_brake,seeded_random_without_replacement,mobil_rear_guard_off_v2,compact_regression_mobil_ref_to_rear_guard_off:Random:1,regression,False,False,False,new-791851d58f5796c29b54119f,1,[],,4,1,compact_regression_mobil_ref_to_rear_guard_off,1
Random,6,4179901:S01:space_filling:4,fbrt_cutin,seeded_random_without_replacement,mobil_rear_guard_off_v2,compact_regression_mobil_ref_to_rear_guard_off:Random:1,regression,False,False,False,new-6efeed6c33d239b14b022634,1,[],,5,1,compact_regression_mobil_ref_to_rear_guard_off,1
Random,7,4179901:S08:space_filling:7,fbrt_cutin_then_brake,seeded_random_without_replacement,mobil_rear_guard_off_v2,compact_regression_mobil_ref_to_rear_guard_off:Random:1,regression,False,False,False,new-535a4620b41b130158a7ed5c,1,[],,6,1,compact_regression_mobil_ref_to_rear_guard_off,1
Random,8,4179901:S01:space_filling:11,fbrt_cutin,seeded_random_without_replacement,mobil_rear_guard_off_v2,compact_regression_mobil_ref_to_rear_guard_off:Random:1,regression,False,False,False,new-319679923f158310cfcb4790,1,[],,7,1,compact_regression_mobil_ref_to_rear_guard_off,1
Random,9,4179901:S01:anchor_like:0,fbrt_cutin,seeded_random_without_replacement,mobil_rear_guard_off_v2,compact_regression_mobil_ref_to_rear_guard_off:Random:1,regression,False,False,False,new-d35bd48d8679b9e47d214189,1,[],,8,1,compact_regression_mobil_ref_to_rear_guard_off,1
Random,10,4179901:S05:space_filling:15,fbrt_lane_change_rear,seeded_random_without_replacement,mobil_rear_guard_off_v2,compact_regression_mobil_ref_to_rear_guard_off:Random:1,regression,True,False,True,new-0250bdb83e46ff83abf11e1d,1,[],,9,1,compact_regression_mobil_ref_to_rear_guard_off,1
Random,11,4179901:S06:space_filling:4,fbrt_moving_lead,seeded_random_without_replacement,mobil_rear_guard_off_v2,compact_regression_mobil_ref_to_rear_guard_off:Random:1,regression,False,False,False,new-36db820dca294862d4f9cfce,1,[],,10,1,compact_regression_mobil_ref_to_rear_guard_off,1
Random,12,4179901:S08:space_filling:4,fbrt_cutin_then_brake,seeded_random_without_replacement,mobil_rear_guard_off_v2,compact_regression_mobil_ref_to_rear_guard_off:Random:1,regression,False,False,False,new-c0e6953a545b4ae251c33061,1,[],,11,1,compact_regression_mobil_ref_to_rear_guard_off,1
Random,13,4179901:S06:space_filling:11,fbrt_moving_lead,seeded_random_without_replacement,mobil_rear_guard_off_v2,compact_regression_mobil_ref_to_rear_guard_off:Random:1,regression,False,False,False,new-4360f49e99b9481892d2b5e6,1,[],,12,1,compact_regression_mobil_ref_to_rear_guard_off,1
Random,14,4179901:S06:space_filling:8,fbrt_moving_lead,seeded_random_without_replacement,mobil_rear_guard_off_v2,compact_regression_mobil_ref_to_rear_guard_off:Random:1,regression,False,False,False,new-5372730362ea9c6f74ac44a2,1,[],,13,1,compact_regression_mobil_ref_to_rear_guard_off,1
Random,15,4179901:S06:anchor_like:2,fbrt_moving_lead,seeded_random_without_replacement,mobil_rear_guard_off_v2,compact_regression_mobil_ref_to_rear_guard_off:Random:1,regression,False,False,False,new-c16b332f36b849770047762e,1,[],,14,1,compact_regression_mobil_ref_to_rear_guard_off,1
Random,16,4179901:S08:space_filling:6,fbrt_cutin_then_brake,seeded_random_without_replacement,mobil_rear_guard_off_v2,compact_regression_mobil_ref_to_rear_guard_off:Random:1,regression,False,False,False,new-be505dcf4f612394a5820fe8,1,[],,15,1,compact_regression_mobil_ref_to_rear_guard_off,1
Random,17,4179901:S05:space_filling:8,fbrt_lane_change_rear,seeded_random_without_replacement,mobil_rear_guard_off_v2,compact_regression_mobil_ref_to_rear_guard_off:Random:1,regression,True,False,True,new-d9cd39d37757f224eccfdfed,1,[],,16,1,compact_regression_mobil_ref_to_rear_guard_off,1
Random,18,4179901:S06:space_filling:7,fbrt_moving_lead,seeded_random_without_replacement,mobil_rear_guard_off_v2,compact_regression_mobil_ref_to_rear_guard_off:Random:1,regression,False,False,False,new-744fa20ca27103f7e4f6de05,1,[],,17,1,compact_regression_mobil_ref_to_rear_guard_off,1
Random,19,4179901:S08:space_filling:5,fbrt_cutin_then_brake,seeded_random_without_replacement,mobil_rear_guard_off_v2,compact_regression_mobil_ref_to_rear_guard_off:Random:1,regression,False,False,False,new-89b3d76a7876350492650b2b,1,[],,18,1,compact_regression_mobil_ref_to_rear_guard_off,1
Random,20,4179901:S01:space_filling:9,fbrt_cutin,seeded_random_without_replacement,mobil_rear_guard_off_v2,compact_regression_mobil_ref_to_rear_guard_off:Random:1,regression,False,False,False,new-dafe913f7a39c9b19f430c64,1,[],,19,1,compact_regression_mobil_ref_to_rear_guard_off,1
Random,1,4179901:S05:space_filling:13,fbrt_lane_change_rear,seeded_random_without_replacement,mobil_rear_guard_off_v2,compact_regression_mobil_ref_to_rear_guard_off:Random:2,regression,False,False,False,new-bcf50174b61e44d25be4cb16,1,[],,0,1,compact_regression_mobil_ref_to_rear_guard_off,2
Random,2,4179901:S08:space_filling:13,fbrt_cutin_then_brake,seeded_random_without_replacement,mobil_rear_guard_off_v2,compact_regression_mobil_ref_to_rear_guard_off:Random:2,regression,False,False,False,new-288612112438dda6d7f1f545,1,[],,1,1,compact_regression_mobil_ref_to_rear_guard_off,2
Random,3,4179901:S06:space_filling:6,fbrt_moving_lead,seeded_random_without_replacement,mobil_rear_guard_off_v2,compact_regression_mobil_ref_to_rear_guard_off:Random:2,regression,False,False,False,new-9c4b9f7a1834c245ee6b7fa8,1,[],,2,1,compact_regression_mobil_ref_to_rear_guard_off,2
Random,4,4179901:S01:space_filling:13,fbrt_cutin,seeded_random_without_replacement,mobil_rear_guard_off_v2,compact_regression_mobil_ref_to_rear_guard_off:Random:2,regression,False,False,False,new-ac330f3a5545cb3737152201,1,[],,3,1,compact_regression_mobil_ref_to_rear_guard_off,2
Random,5,4179901:S01:space_filling:14,fbrt_cutin,seeded_random_without_replacement,mobil_rear_guard_off_v2,compact_regression_mobil_ref_to_rear_guard_off:Random:2,regression,False,False,False,new-63076a04f75c8803637a2a4d,1,[],,4,1,compact_regression_mobil_ref_to_rear_guard_off,2
Random,6,4179901:S01:anchor_like:0,fbrt_cutin,seeded_random_without_replacement,mobil_rear_guard_off_v2,compact_regression_mobil_ref_to_rear_guard_off:Random:2,regression,False,False,False,new-d35bd48d8679b9e47d214189,1,[],,5,1,compact_regression_mobil_ref_to_rear_guard_off,2
Random,7,4179901:S08:anchor_like:2,fbrt_cutin_then_brake,seeded_random_without_replacement,mobil_rear_guard_off_v2,compact_regression_mobil_ref_to_rear_guard_off:Random:2,regression,False,False,False,new-af3637b3a0efd12ac7582db0,1,[],,6,1,compact_regression_mobil_ref_to_rear_guard_off,2
Random,8,4179901:S02:space_filling:15,fbrt_cutout_static,seeded_random_without_replacement,mobil_rear_guard_off_v2,compact_regression_mobil_ref_to_rear_guard_off:Random:2,regression,False,False,False,new-58b4489324525387d46ab398,1,[],,7,1,compact_regression_mobil_ref_to_rear_guard_off,2
Random,9,4179901:S06:anchor_like:0,fbrt_moving_lead,seeded_random_without_replacement,mobil_rear_guard_off_v2,compact_regression_mobil_ref_to_rear_guard_off:Random:2,regression,False,False,False,new-535512abb6fd9194f0db653b,1,[],,8,1,compact_regression_mobil_ref_to_rear_guard_off,2
Random,10,4179901:S08:space_filling:14,fbrt_cutin_then_brake,seeded_random_without_replacement,mobil_rear_guard_off_v2,compact_regression_mobil_ref_to_rear_guard_off:Random:2,regression,False,False,False,new-f17725a3a6b1d93b91093ed1,1,[],,9,1,compact_regression_mobil_ref_to_rear_guard_off,2
Random,11,4179901:S08:space_filling:7,fbrt_cutin_then_brake,seeded_random_without_replacement,mobil_rear_guard_off_v2,compact_regression_mobil_ref_to_rear_guard_off:Random:2,regression,False,False,False,new-535a4620b41b130158a7ed5c,1,[],,10,1,compact_regression_mobil_ref_to_rear_guard_off,2
Random,12,4179901:S05:space_filling:5,fbrt_lane_change_rear,seeded_random_without_replacement,mobil_rear_guard_off_v2,compact_regression_mobil_ref_to_rear_guard_off:Random:2,regression,True,False,True,new-d219a9492abe8aa3876ce6f4,1,[],,11,1,compact_regression_mobil_ref_to_rear_guard_off,2
Random,13,4179901:S02:space_filling:4,fbrt_cutout_static,seeded_random_without_replacement,mobil_rear_guard_off_v2,compact_regression_mobil_ref_to_rear_guard_off:Random:2,regression,False,False,False,new-080f7244a6c595a5de83876e,1,[],,12,1,compact_regression_mobil_ref_to_rear_guard_off,2
Random,14,4179901:S08:anchor_like:0,fbrt_cutin_then_brake,seeded_random_without_replacement,mobil_rear_guard_off_v2,compact_regression_mobil_ref_to_rear_guard_off:Random:2,regression,False,False,False,new-4872b42c5b0ba6adacee96ff,1,[],,13,1,compact_regression_mobil_ref_to_rear_guard_off,2
Random,15,4179901:S06:space_filling:15,fbrt_moving_lead,seeded_random_without_replacement,mobil_rear_guard_off_v2,compact_regression_mobil_ref_to_rear_guard_off:Random:2,regression,False,False,False,new-3b8e5786453e59fa3acafdce,1,[],,14,1,compact_regression_mobil_ref_to_rear_guard_off,2
Random,16,4179901:S01:space_filling:6,fbrt_cutin,seeded_random_without_replacement,mobil_rear_guard_off_v2,compact_regression_mobil_ref_to_rear_guard_off:Random:2,regression,False,False,False,new-70554bf2271fa59d21af8575,1,[],,15,1,compact_regression_mobil_ref_to_rear_guard_off,2
Random,17,4179901:S06:space_filling:4,fbrt_moving_lead,seeded_random_without_replacement,mobil_rear_guard_off_v2,compact_regression_mobil_ref_to_rear_guard_off:Random:2,regression,False,False,False,new-36db820dca294862d4f9cfce,1,[],,16,1,compact_regression_mobil_ref_to_rear_guard_off,2
Random,18,4179901:S01:anchor_like:1,fbrt_cutin,seeded_random_without_replacement,mobil_rear_guard_off_v2,compact_regression_mobil_ref_to_rear_guard_off:Random:2,regression,False,False,False,new-50af7510ba84623f67feb237,1,[],,17,1,compact_regression_mobil_ref_to_rear_guard_off,2
Random,19,4179901:S06:space_filling:11,fbrt_moving_lead,seeded_random_without_replacement,mobil_rear_guard_off_v2,compact_regression_mobil_ref_to_rear_guard_off:Random:2,regression,False,False,False,new-4360f49e99b9481892d2b5e6,1,[],,18,1,compact_regression_mobil_ref_to_rear_guard_off,2
Random,20,4179901:S01:space_filling:5,fbrt_cutin,seeded_random_without_replacement,mobil_rear_guard_off_v2,compact_regression_mobil_ref_to_rear_guard_off:Random:2,regression,False,False,False,new-720943cc28216ed79ef72303,1,[],,19,1,compact_regression_mobil_ref_to_rear_guard_off,2
Random,1,4179901:S01:space_filling:5,fbrt_cutin,seeded_random_without_replacement,mobil_rear_guard_off_v2,compact_regression_mobil_ref_to_rear_guard_off:Random:3,regression,False,False,False,new-720943cc28216ed79ef72303,1,[],,0,1,compact_regression_mobil_ref_to_rear_guard_off,3
Random,2,4179901:S08:space_filling:8,fbrt_cutin_then_brake,seeded_random_without_replacement,mobil_rear_guard_off_v2,compact_regression_mobil_ref_to_rear_guard_off:Random:3,regression,False,False,False,new-65b0d208e987e32b03aed9bb,1,[],,1,1,compact_regression_mobil_ref_to_rear_guard_off,3
Random,3,4179901:S01:space_filling:14,fbrt_cutin,seeded_random_without_replacement,mobil_rear_guard_off_v2,compact_regression_mobil_ref_to_rear_guard_off:Random:3,regression,False,False,False,new-63076a04f75c8803637a2a4d,1,[],,2,1,compact_regression_mobil_ref_to_rear_guard_off,3
Random,4,4179901:S08:space_filling:5,fbrt_cutin_then_brake,seeded_random_without_replacement,mobil_rear_guard_off_v2,compact_regression_mobil_ref_to_rear_guard_off:Random:3,regression,False,False,False,new-89b3d76a7876350492650b2b,1,[],,3,1,compact_regression_mobil_ref_to_rear_guard_off,3
Random,5,4179901:S06:anchor_like:3,fbrt_moving_lead,seeded_random_without_replacement,mobil_rear_guard_off_v2,compact_regression_mobil_ref_to_rear_guard_off:Random:3,regression,False,False,False,new-7cefe95e45976fe3066aa2da,1,[],,4,1,compact_regression_mobil_ref_to_rear_guard_off,3
Random,6,4179901:S06:space_filling:9,fbrt_moving_lead,seeded_random_without_replacement,mobil_rear_guard_off_v2,compact_regression_mobil_ref_to_rear_guard_off:Random:3,regression,False,False,False,new-7942758096225bf44a57746d,1,[],,5,1,compact_regression_mobil_ref_to_rear_guard_off,3
Random,7,4179901:S06:space_filling:14,fbrt_moving_lead,seeded_random_without_replacement,mobil_rear_guard_off_v2,compact_regression_mobil_ref_to_rear_guard_off:Random:3,regression,False,False,False,new-5b74c53cbf5ca4b31bfa8488,1,[],,6,1,compact_regression_mobil_ref_to_rear_guard_off,3
Random,8,4179901:S01:space_filling:9,fbrt_cutin,seeded_random_without_replacement,mobil_rear_guard_off_v2,compact_regression_mobil_ref_to_rear_guard_off:Random:3,regression,False,False,False,new-dafe913f7a39c9b19f430c64,1,[],,7,1,compact_regression_mobil_ref_to_rear_guard_off,3
Random,9,4179901:S08:space_filling:11,fbrt_cutin_then_brake,seeded_random_without_replacement,mobil_rear_guard_off_v2,compact_regression_mobil_ref_to_rear_guard_off:Random:3,regression,False,False,False,new-8db6f7bcc085016b1e731bb1,1,[],,8,1,compact_regression_mobil_ref_to_rear_guard_off,3
Random,10,4179901:S02:space_filling:5,fbrt_cutout_static,seeded_random_without_replacement,mobil_rear_guard_off_v2,compact_regression_mobil_ref_to_rear_guard_off:Random:3,regression,False,False,False,new-d74f64a35f8405bb608307fb,1,[],,9,1,compact_regression_mobil_ref_to_rear_guard_off,3
Random,11,4179901:S02:anchor_like:1,fbrt_cutout_static,seeded_random_without_replacement,mobil_rear_guard_off_v2,compact_regression_mobil_ref_to_rear_guard_off:Random:3,regression,False,False,False,new-fdb6f4267524b4cd3fd9d456,1,[],,10,1,compact_regression_mobil_ref_to_rear_guard_off,3
Random,12,4179901:S01:anchor_like:3,fbrt_cutin,seeded_random_without_replacement,mobil_rear_guard_off_v2,compact_regression_mobil_ref_to_rear_guard_off:Random:3,regression,False,False,False,new-d0a4bace3e15e57d9ff5bba5,1,[],,11,1,compact_regression_mobil_ref_to_rear_guard_off,3
Random,13,4179901:S02:space_filling:13,fbrt_cutout_static,seeded_random_without_replacement,mobil_rear_guard_off_v2,compact_regression_mobil_ref_to_rear_guard_off:Random:3,regression,False,False,False,new-b62266f0d438f63699b67059,1,[],,12,1,compact_regression_mobil_ref_to_rear_guard_off,3
Random,14,4179901:S02:space_filling:7,fbrt_cutout_static,seeded_random_without_replacement,mobil_rear_guard_off_v2,compact_regression_mobil_ref_to_rear_guard_off:Random:3,regression,False,False,False,new-aa5ac9f72853e9d7367cc2b4,1,[],,13,1,compact_regression_mobil_ref_to_rear_guard_off,3
Random,15,4179901:S05:anchor_like:1,fbrt_lane_change_rear,seeded_random_without_replacement,mobil_rear_guard_off_v2,compact_regression_mobil_ref_to_rear_guard_off:Random:3,regression,True,False,True,new-29c06bea3b77f61ef62cd56f,1,[],,14,1,compact_regression_mobil_ref_to_rear_guard_off,3
Random,16,4179901:S06:space_filling:5,fbrt_moving_lead,seeded_random_without_replacement,mobil_rear_guard_off_v2,compact_regression_mobil_ref_to_rear_guard_off:Random:3,regression,False,False,False,new-fdeba20511a44dce6c5e2090,1,[],,15,1,compact_regression_mobil_ref_to_rear_guard_off,3
Random,17,4179901:S06:space_filling:8,fbrt_moving_lead,seeded_random_without_replacement,mobil_rear_guard_off_v2,compact_regression_mobil_ref_to_rear_guard_off:Random:3,regression,False,False,False,new-5372730362ea9c6f74ac44a2,1,[],,16,1,compact_regression_mobil_ref_to_rear_guard_off,3
Random,18,4179901:S08:anchor_like:0,fbrt_cutin_then_brake,seeded_random_without_replacement,mobil_rear_guard_off_v2,compact_regression_mobil_ref_to_rear_guard_off:Random:3,regression,False,False,False,new-4872b42c5b0ba6adacee96ff,1,[],,17,1,compact_regression_mobil_ref_to_rear_guard_off,3
Random,19,4179901:S02:anchor_like:0,fbrt_cutout_static,seeded_random_without_replacement,mobil_rear_guard_off_v2,compact_regression_mobil_ref_to_rear_guard_off:Random:3,regression,False,False,False,new-2b1a18edba38fd703a65e81f,1,[],,18,1,compact_regression_mobil_ref_to_rear_guard_off,3
Random,20,4179901:S02:space_filling:6,fbrt_cutout_static,seeded_random_without_replacement,mobil_rear_guard_off_v2,compact_regression_mobil_ref_to_rear_guard_off:Random:3,regression,False,False,False,new-eb509f0e55ec4127c6a49ac7,1,[],,19,1,compact_regression_mobil_ref_to_rear_guard_off,3
Random,1,4179901:S06:space_filling:14,fbrt_moving_lead,seeded_random_without_replacement,mobil_rear_guard_off_v2,compact_regression_mobil_ref_to_rear_guard_off:Random:4,regression,False,False,False,new-5b74c53cbf5ca4b31bfa8488,1,[],,0,1,compact_regression_mobil_ref_to_rear_guard_off,4
Random,2,4179901:S08:space_filling:8,fbrt_cutin_then_brake,seeded_random_without_replacement,mobil_rear_guard_off_v2,compact_regression_mobil_ref_to_rear_guard_off:Random:4,regression,False,False,False,new-65b0d208e987e32b03aed9bb,1,[],,1,1,compact_regression_mobil_ref_to_rear_guard_off,4
Random,3,4179901:S08:space_filling:5,fbrt_cutin_then_brake,seeded_random_without_replacement,mobil_rear_guard_off_v2,compact_regression_mobil_ref_to_rear_guard_off:Random:4,regression,False,False,False,new-89b3d76a7876350492650b2b,1,[],,2,1,compact_regression_mobil_ref_to_rear_guard_off,4
Random,4,4179901:S05:anchor_like:2,fbrt_lane_change_rear,seeded_random_without_replacement,mobil_rear_guard_off_v2,compact_regression_mobil_ref_to_rear_guard_off:Random:4,regression,False,False,False,new-7cb08d1588f68aa3f60dc932,1,[],,3,1,compact_regression_mobil_ref_to_rear_guard_off,4
Random,5,4179901:S05:space_filling:12,fbrt_lane_change_rear,seeded_random_without_replacement,mobil_rear_guard_off_v2,compact_regression_mobil_ref_to_rear_guard_off:Random:4,regression,True,False,True,new-b31a80b3641735aaf882b10d,1,[],,4,1,compact_regression_mobil_ref_to_rear_guard_off,4
Random,6,4179901:S01:anchor_like:1,fbrt_cutin,seeded_random_without_replacement,mobil_rear_guard_off_v2,compact_regression_mobil_ref_to_rear_guard_off:Random:4,regression,False,False,False,new-50af7510ba84623f67feb237,1,[],,5,1,compact_regression_mobil_ref_to_rear_guard_off,4
Random,7,4179901:S05:anchor_like:0,fbrt_lane_change_rear,seeded_random_without_replacement,mobil_rear_guard_off_v2,compact_regression_mobil_ref_to_rear_guard_off:Random:4,regression,True,False,True,new-dbee18b7fc7044e5a74b6237,1,[],,6,1,compact_regression_mobil_ref_to_rear_guard_off,4
Random,8,4179901:S06:space_filling:6,fbrt_moving_lead,seeded_random_without_replacement,mobil_rear_guard_off_v2,compact_regression_mobil_ref_to_rear_guard_off:Random:4,regression,False,False,False,new-9c4b9f7a1834c245ee6b7fa8,1,[],,7,1,compact_regression_mobil_ref_to_rear_guard_off,4
Random,9,4179901:S05:space_filling:14,fbrt_lane_change_rear,seeded_random_without_replacement,mobil_rear_guard_off_v2,compact_regression_mobil_ref_to_rear_guard_off:Random:4,regression,True,False,True,new-223ad8b409679a9a93be5992,1,[],,8,1,compact_regression_mobil_ref_to_rear_guard_off,4
Random,10,4179901:S05:space_filling:13,fbrt_lane_change_rear,seeded_random_without_replacement,mobil_rear_guard_off_v2,compact_regression_mobil_ref_to_rear_guard_off:Random:4,regression,False,False,False,new-bcf50174b61e44d25be4cb16,1,[],,9,1,compact_regression_mobil_ref_to_rear_guard_off,4
Random,11,4179901:S08:anchor_like:3,fbrt_cutin_then_brake,seeded_random_without_replacement,mobil_rear_guard_off_v2,compact_regression_mobil_ref_to_rear_guard_off:Random:4,regression,False,False,False,new-6dc437fe2d83f63b27085c5b,1,[],,10,1,compact_regression_mobil_ref_to_rear_guard_off,4
Random,12,4179901:S08:anchor_like:1,fbrt_cutin_then_brake,seeded_random_without_replacement,mobil_rear_guard_off_v2,compact_regression_mobil_ref_to_rear_guard_off:Random:4,regression,False,False,False,new-221274f749d6ebca1cbe0530,1,[],,11,1,compact_regression_mobil_ref_to_rear_guard_off,4
Random,13,4179901:S02:anchor_like:3,fbrt_cutout_static,seeded_random_without_replacement,mobil_rear_guard_off_v2,compact_regression_mobil_ref_to_rear_guard_off:Random:4,regression,False,False,False,new-b174dfc55ff6ad6a95353b80,1,[],,12,1,compact_regression_mobil_ref_to_rear_guard_off,4
